mucTieu_id,loai_muc_tieu,ma_muc_tieu,noi_dung
SC6232_G1,KIEN_THUC,G1,Trang bị cho người học các kiến thức cơ bản về lập trình Hệ thống những và IoT.
SC6232_G2,KY_NANG,G2,Người học vận dụng kiến thức cơ bản về lập trình nhúng và IoT vào giải quyết các bài toán thực tế.
SC6232_G3,TU_CHU_TRACH_NHIEM,G3,"Người học chủ động, cầu thị trong học tập, có ý thức tự giác và thái độ học tập nghiệm tức."
SC6232_G1,KIEN_THUC,G1,Trang bị cho người học các kiến thức cơ bản về lập trình Hệ thống những và IoT.
SC6232_G2,KY_NANG,G2,Người học vận dụng kiến thức cơ bản về lập trình nhúng và IoT vào giải quyết các bài toán thực tế.
SC6232_G3,TU_CHU_TRACH_NHIEM,G3,"Người học chủ động, cầu thị trong học tập, có ý thức tự giác và thái độ học tập nghiệm tức."
SC6241_G1,KIEN_THUC,G1,"Học phần trang bị cho sinh viên các kiến thức nền tảng và chuyên sâu về kiểm thử phần mềm, bao gồm quy trình kiểm thử, kỹ thuật thiết kế kiểm thử (hộp đen, hộp trắng), kiểm thử ở các mức độ khác nhau (đơn vị, tích hợp, hệ thống, API). Sinh viên hiểu vai trò của kiểm thử trong các mô hình phát triển phần mềm hiện đại như Agile, DevOps và CI/CD. Đồng thời, sinh viên nằm được các khái niệm cơ bản về tự động hóa, hiệu năng, bảo mật và quản lý chất lượng phần mềm."
SC6241_G2,KY_NANG,G2,"Học phần giúp sinh viên phát triển kỹ năng phân tích yêu cầu, thiết kế và thực thi test case, ghi nhận và quản lý lỗi một cách có hệ thống. Sinh viên có khả năng sử dụng một số công cụ kiểm thử phổ biến (Postman, công cụ quản lý lỗi, công cụ kiểm thử tự động ở mức cơ bản). Bên cạnh đó, sinh viên biết đọc, phân tích kết quả kiểm thử và phối hợp hiệu quả với các vai trò khác trong nhóm phát triển phần mềm."
SC6241_G1,KIEN_THUC,G1,"Học phần trang bị cho sinh viên các kiến thức nền tảng và chuyên sâu về kiểm thử phần mềm, bao gồm quy trình kiểm thử, kỹ thuật thiết kế kiểm thử (hộp đen, hộp trắng), kiểm thử ở các mức độ khác nhau (đơn vị, tích hợp, hệ thống, API). Sinh viên hiểu vai trò của kiểm thử trong các mô hình phát triển phần mềm hiện đại như Agile, DevOps và CI/CD. Đồng thời, sinh viên nằm được các khái niệm cơ bản về tự động hóa, hiệu năng, bảo mật và quản lý chất lượng phần mềm."
SC6241_G2,KY_NANG,G2,"Học phần giúp sinh viên phát triển kỹ năng phân tích yêu cầu, thiết kế và thực thi test case, ghi nhận và quản lý lỗi một cách có hệ thống. Sinh viên có khả năng sử dụng một số công cụ kiểm thử phổ biến (Postman, công cụ quản lý lỗi, công cụ kiểm thử tự động ở mức cơ bản). Bên cạnh đó, sinh viên biết đọc, phân tích kết quả kiểm thử và phối hợp hiệu quả với các vai trò khác trong nhóm phát triển phần mềm."
SC6260_G1,KIEN_THUC,G1,Vận dụng các kiến thức chuyên ngành đã được học vào giải quyết một bài toán nhỏ trong thực tế.
SC6260_G2,KY_NANG,G2,"Sử dụng công cụ hỗ trợ thiết kế, triển khải và kiểm thử hệ thống."
SC6260_G3,TU_CHU_TRACH_NHIEM,G3,"Người học chủ động, cầu thị trong học tập, có ý thức tự giác và thái độ học tập nghiệm tức."
SC6260_G1,KIEN_THUC,G1,Vận dụng các kiến thức chuyên ngành đã được học vào giải quyết một bài toán nhỏ trong thực tế.
SC6260_G2,KY_NANG,G2,"Sử dụng công cụ hỗ trợ thiết kế, triển khải và kiểm thử hệ thống."
SC6260_G3,TU_CHU_TRACH_NHIEM,G3,"Người học chủ động, cầu thị trong học tập, có ý thức tự giác và thái độ học tập nghiệm tức."
SC6262_G1,KIEN_THUC,G1,"Trình bày và phân tích được các khái niệm cốt lỗi của lập trình hướng đối tượng (OOP) và kiến trúc Model - View - Controller (MVC) trong PHP. Năm vững kiến thức về cách thức hoạt động của một vài framework, các kỹ thuật kết nối cơ sở dữ liệu nâng cao và các nguyên tắc bảo mật then chốt cho ứng dụng web."
SC6262_G2,KY_NANG,G2,"Vận dụng thành thạo các nguyên lý OOP và mô hình MVC để phân tích, thiết kế và phát triển ứng dụng. Sử dụng được một framework PHP cụ thể để xây dựng dự án một cách hiệu quả. Thực hành và triển khai được các kỹ thuật kết nối CSDL an toàn, cũng như áp dụng các biện pháp bảo mật cơ bản để phòng chống các lỗ hồng phổ biến."
SC6262_G3,TU_CHU_TRACH_NHIEM,G3,Thể hiện khả năng làm việc độc lập và làm việc nhóm hiệu quả.
SC6262_G1,KIEN_THUC,G1,"Trình bày và phân tích được các khái niệm cốt lỗi của lập trình hướng đối tượng (OOP) và kiến trúc Model - View - Controller (MVC) trong PHP. Năm vững kiến thức về cách thức hoạt động của một vài framework, các kỹ thuật kết nối cơ sở dữ liệu nâng cao và các nguyên tắc bảo mật then chốt cho ứng dụng web."
SC6262_G2,KY_NANG,G2,"Vận dụng thành thạo các nguyên lý OOP và mô hình MVC để phân tích, thiết kế và phát triển ứng dụng. Sử dụng được một framework PHP cụ thể để xây dựng dự án một cách hiệu quả. Thực hành và triển khai được các kỹ thuật kết nối CSDL an toàn, cũng như áp dụng các biện pháp bảo mật cơ bản để phòng chống các lỗ hồng phổ biến."
SC6262_G3,TU_CHU_TRACH_NHIEM,G3,Thể hiện khả năng làm việc độc lập và làm việc nhóm hiệu quả.
